"formatted_date","continent","location","new_vaccinations"
"2021-05-27","Asia","Afghanistan","2859"
"2021-06-03","Asia","Afghanistan","4015"
"2022-01-27","Asia","Afghanistan","6868"
"2022-04-27","Asia","Afghanistan","383"
"2022-11-02","Asia","Afghanistan","36587"
"2022-11-16","Asia","Afghanistan","14800"
"2022-12-09","Asia","Afghanistan","9447"
"2023-04-25","Asia","Afghanistan","3316"
"2021-01-13","Europe","Albania","60"
"2021-01-14","Europe","Albania","78"
"2021-01-15","Europe","Albania","42"
"2021-01-16","Europe","Albania","61"
"2021-01-17","Europe","Albania","36"
"2021-01-18","Europe","Albania","42"
"2021-01-19","Europe","Albania","36"
"2021-01-20","Europe","Albania","36"
"2021-01-21","Europe","Albania","30"
"2021-02-18","Europe","Albania","1348"
"2021-02-19","Europe","Albania","1128"
"2021-03-23","Europe","Albania","3461"
"2021-03-24","Europe","Albania","2302"
"2021-03-25","Europe","Albania","5356"
"2021-03-26","Europe","Albania","2900"
"2021-03-27","Europe","Albania","1827"
"2021-03-28","Europe","Albania","13925"
"2021-03-31","Europe","Albania","19525"
"2021-04-01","Europe","Albania","16617"
"2021-04-02","Europe","Albania","17023"
"2021-04-03","Europe","Albania","13010"
"2021-04-04","Europe","Albania","7386"
"2021-04-05","Europe","Albania","13826"
"2021-04-06","Europe","Albania","14880"
"2021-04-07","Europe","Albania","10791"
"2021-04-08","Europe","Albania","10163"
"2021-04-09","Europe","Albania","8134"
"2021-04-13","Europe","Albania","13685"
"2021-04-16","Europe","Albania","10134"
"2021-04-17","Europe","Albania","10218"
"2021-04-18","Europe","Albania","8065"
"2021-04-19","Europe","Albania","13029"
"2021-04-20","Europe","Albania","4066"
"2021-04-21","Europe","Albania","22075"
"2021-04-22","Europe","Albania","10923"
"2021-04-23","Europe","Albania","8353"
"2021-04-24","Europe","Albania","8713"
"2021-04-27","Europe","Albania","8236"
"2021-04-28","Europe","Albania","16773"
"2021-04-29","Europe","Albania","19620"
"2021-04-30","Europe","Albania","23655"
"2021-05-01","Europe","Albania","17125"
"2021-05-04","Europe","Albania","19886"
"2021-05-05","Europe","Albania","19197"
"2021-05-06","Europe","Albania","15642"
"2021-05-07","Europe","Albania","13467"
"2021-05-08","Europe","Albania","11073"
"2021-05-09","Europe","Albania","3234"
"2021-05-13","Europe","Albania","5662"
"2021-05-14","Europe","Albania","14992"
"2021-05-18","Europe","Albania","8864"
"2021-05-19","Europe","Albania","8864"
"2021-05-20","Europe","Albania","5932"
"2021-05-21","Europe","Albania","5103"
"2021-05-24","Europe","Albania","8519"
"2021-05-27","Europe","Albania","10057"
"2021-05-31","Europe","Albania","4257"
"2021-06-01","Europe","Albania","3881"
"2021-06-07","Europe","Albania","5058"
"2021-06-08","Europe","Albania","6310"
"2021-06-09","Europe","Albania","6564"
"2021-06-13","Europe","Albania","1562"
"2021-06-14","Europe","Albania","6105"
"2021-06-15","Europe","Albania","5895"
"2021-06-16","Europe","Albania","5797"
"2021-06-17","Europe","Albania","8401"
"2021-06-21","Europe","Albania","9140"
"2021-06-22","Europe","Albania","11377"
"2021-06-23","Europe","Albania","11445"
"2021-06-24","Europe","Albania","10012"
"2021-06-29","Europe","Albania","12059"
"2021-06-30","Europe","Albania","12536"
"2021-07-01","Europe","Albania","6452"
"2021-07-02","Europe","Albania","7013"
"2021-07-05","Europe","Albania","5531"
"2021-07-06","Europe","Albania","5982"
"2021-07-07","Europe","Albania","5600"
"2021-07-08","Europe","Albania","5634"
"2021-07-09","Europe","Albania","5257"
"2021-07-13","Europe","Albania","6433"
"2021-07-14","Europe","Albania","7832"
"2021-07-15","Europe","Albania","8609"
"2021-07-16","Europe","Albania","7934"
"2021-07-17","Europe","Albania","7093"
"2021-07-18","Europe","Albania","2230"
"2021-07-21","Europe","Albania","13029"
"2021-07-22","Europe","Albania","14332"
"2021-07-30","Europe","Albania","11078"
"2021-07-31","Europe","Albania","8086"
"2021-08-01","Europe","Albania","4154"
"2021-08-02","Europe","Albania","9674"
"2021-08-03","Europe","Albania","8879"
"2021-08-04","Europe","Albania","7765"
"2021-08-05","Europe","Albania","8631"
"2021-08-16","Europe","Albania","9556"
"2021-08-17","Europe","Albania","9585"
"2021-08-22","Europe","Albania","3414"
"2021-08-23","Europe","Albania","9950"
"2021-08-24","Europe","Albania","9677"
"2021-08-25","Europe","Albania","9263"
"2021-08-26","Europe","Albania","10254"
"2021-08-27","Europe","Albania","12070"
"2021-08-30","Europe","Albania","13284"
"2021-08-31","Europe","Albania","14268"
"2021-09-01","Europe","Albania","12934"
"2021-09-02","Europe","Albania","14648"
"2021-09-07","Europe","Albania","14394"
"2021-09-08","Europe","Albania","13687"
"2021-09-09","Europe","Albania","12089"
"2021-09-13","Europe","Albania","8605"
"2021-09-14","Europe","Albania","7954"
"2021-09-15","Europe","Albania","7525"
"2021-09-16","Europe","Albania","7350"
"2021-09-17","Europe","Albania","7253"
"2021-09-20","Europe","Albania","7711"
"2021-09-21","Europe","Albania","7995"
"2021-09-22","Europe","Albania","8503"
"2021-09-23","Europe","Albania","9551"
"2021-09-24","Europe","Albania","9911"
"2021-09-28","Europe","Albania","8863"
"2021-09-29","Europe","Albania","8553"
"2021-09-30","Europe","Albania","8824"
"2021-10-01","Europe","Albania","7733"
"2021-10-02","Europe","Albania","6934"
"2021-10-04","Europe","Albania","6134"
"2021-10-05","Europe","Albania","6828"
"2021-10-05","Europe","Albania","12959"
"2021-10-06","Europe","Albania","6497"
"2021-10-06","Europe","Albania","6551"
"2021-10-07","Europe","Albania","4854"
"2021-10-07","Europe","Albania","5891"
"2021-10-08","Europe","Albania","5608"
"2021-10-09","Europe","Albania","5759"
"2021-10-09","Europe","Albania","10173"
"2021-10-11","Europe","Albania","8614"
"2021-10-13","Europe","Albania","6147"
"2021-10-18","Europe","Albania","5805"
"2021-10-19","Europe","Albania","5973"
"2021-10-20","Europe","Albania","5981"
"2021-10-21","Europe","Albania","5720"
"2021-10-22","Europe","Albania","5607"
"2021-10-25","Europe","Albania","5488"
"2021-10-28","Europe","Albania","5611"
"2021-10-29","Europe","Albania","5172"
"2021-11-05","Europe","Albania","9548"
"2021-11-06","Europe","Albania","7228"
"2021-11-07","Europe","Albania","1394"
"2021-11-07","Europe","Albania","2472"
"2021-11-09","Europe","Albania","8621"
"2021-11-11","Europe","Albania","8258"
"2021-11-17","Europe","Albania","8607"
"2021-11-18","Europe","Albania","8205"
"2021-11-25","Europe","Albania","7112"
"2021-12-01","Europe","Albania","10758"
"2021-12-05","Europe","Albania","10169"
"2021-12-06","Europe","Albania","4587"
"2021-12-06","Europe","Albania","9202"
"2021-12-07","Europe","Albania","6432"
"2021-12-07","Europe","Albania","10133"
"2021-12-08","Europe","Albania","5009"
"2021-12-09","Europe","Albania","3356"
"2021-12-10","Europe","Albania","6634"
"2021-12-13","Europe","Albania","9944"
"2021-12-14","Europe","Albania","10313"
"2021-12-15","Europe","Albania","9865"
"2022-01-05","Europe","Albania","11284"
"2022-02-07","Europe","Albania","5146"
"2022-02-14","Europe","Albania","3966"
"2022-02-15","Europe","Albania","3891"
"2022-02-16","Europe","Albania","3488"
"2022-03-15","Europe","Albania","2541"
"2022-11-01","Europe","Albania","9006"
"2021-01-30","Africa","Algeria","30"
"2021-11-22","Africa","Algeria","23526"
"2021-11-30","Africa","Algeria","147230"
"2021-04-05","Europe","Andorra","2829"
"2021-12-04","Europe","Andorra","1973"
"2021-02-14","North America","Anguilla","1421"
"2021-04-17","North America","Antigua and Barbuda","225"
"2021-05-26","North America","Antigua and Barbuda","2221"
"2021-05-27","North America","Antigua and Barbuda","1709"
"2021-06-07","North America","Antigua and Barbuda","1686"
"2021-07-09","North America","Antigua and Barbuda","260"
"2021-07-21","North America","Antigua and Barbuda","114"
"2021-07-22","North America","Antigua and Barbuda","1325"
"2021-07-29","North America","Antigua and Barbuda","135"
"2021-08-31","North America","Antigua and Barbuda","432"
"2022-03-01","North America","Antigua and Barbuda","305"
"2020-12-30","South America","Argentina","20101"
"2020-12-31","South America","Argentina","2806"
"2021-01-01","South America","Argentina","129"
"2021-01-02","South America","Argentina","3312"
"2021-01-03","South America","Argentina","446"
"2021-01-04","South America","Argentina","10463"
"2021-01-05","South America","Argentina","10731"
"2021-01-06","South America","Argentina","10120"
"2021-01-07","South America","Argentina","18233"
"2021-01-08","South America","Argentina","27894"
"2021-01-09","South America","Argentina","10210"
"2021-01-13","South America","Argentina","16778"
"2021-01-14","South America","Argentina","16651"
"2021-01-15","South America","Argentina","17447"
"2021-01-16","South America","Argentina","5885"
"2021-01-17","South America","Argentina","1063"
"2021-01-18","South America","Argentina","9832"
"2021-01-19","South America","Argentina","13257"
"2021-01-20","South America","Argentina","19433"
"2021-01-21","South America","Argentina","14119"
"2021-01-22","South America","Argentina","9222"
"2021-01-23","South America","Argentina","3949"
"2021-01-24","South America","Argentina","304"
"2021-01-25","South America","Argentina","14220"
"2021-01-26","South America","Argentina","12815"
"2021-01-27","South America","Argentina","10115"
"2021-01-28","South America","Argentina","16050"
"2021-01-29","South America","Argentina","23505"
"2021-01-30","South America","Argentina","9315"
"2021-01-31","South America","Argentina","625"
"2021-02-01","South America","Argentina","19536"
"2021-02-02","South America","Argentina","23884"
"2021-02-03","South America","Argentina","26625"
"2021-02-04","South America","Argentina","28142"
"2021-02-05","South America","Argentina","33048"
"2021-02-06","South America","Argentina","10932"
"2021-02-07","South America","Argentina","1385"
"2021-02-08","South America","Argentina","23436"
"2021-02-09","South America","Argentina","20205"
"2021-02-13","South America","Argentina","3036"
"2021-02-14","South America","Argentina","153"
"2021-02-15","South America","Argentina","1318"
"2021-02-16","South America","Argentina","1313"
"2021-02-17","South America","Argentina","24416"
"2021-02-18","South America","Argentina","63848"
"2021-02-19","South America","Argentina","67909"
"2021-02-20","South America","Argentina","32624"
"2021-02-21","South America","Argentina","20182"
"2021-02-22","South America","Argentina","67594"
"2021-02-23","South America","Argentina","86979"
"2021-02-24","South America","Argentina","93864"
"2021-02-25","South America","Argentina","79496"
"2021-02-26","South America","Argentina","81722"
"2021-02-27","South America","Argentina","17911"
"2021-02-28","South America","Argentina","6130"
"2021-03-01","South America","Argentina","74586"
"2021-03-02","South America","Argentina","75646"
"2021-03-03","South America","Argentina","71529"
"2021-03-04","South America","Argentina","112102"
"2021-03-05","South America","Argentina","111764"
"2021-03-06","South America","Argentina","54950"
"2021-03-07","South America","Argentina","11798"
"2021-03-08","South America","Argentina","102522"
"2021-03-09","South America","Argentina","115829"
"2021-03-13","South America","Argentina","46399"
"2021-03-14","South America","Argentina","9174"
"2021-03-15","South America","Argentina","137652"
"2021-03-16","South America","Argentina","133760"
"2021-03-17","South America","Argentina","139624"
"2021-03-18","South America","Argentina","138987"
"2021-03-19","South America","Argentina","126223"
"2021-03-20","South America","Argentina","50891"
"2021-03-21","South America","Argentina","19635"
"2021-03-22","South America","Argentina","83084"
"2021-03-23","South America","Argentina","106504"
"2021-03-24","South America","Argentina","37469"
"2021-03-25","South America","Argentina","103216"
"2021-03-26","South America","Argentina","93591"
"2021-03-27","South America","Argentina","55108"
"2021-03-28","South America","Argentina","20835"
"2021-03-29","South America","Argentina","120220"
"2021-03-30","South America","Argentina","163069"
"2021-03-31","South America","Argentina","174997"
"2021-04-01","South America","Argentina","117165"
"2021-04-02","South America","Argentina","68169"
"2021-04-03","South America","Argentina","74482"
"2021-04-04","South America","Argentina","48498"
"2021-04-05","South America","Argentina","166033"
"2021-04-06","South America","Argentina","194044"
"2021-04-07","South America","Argentina","238471"
"2021-04-08","South America","Argentina","236009"
"2021-04-09","South America","Argentina","240440"
"2021-04-13","South America","Argentina","186109"
"2021-04-14","South America","Argentina","171724"
"2021-04-15","South America","Argentina","151138"
"2021-04-16","South America","Argentina","123750"
"2021-04-17","South America","Argentina","45727"
"2021-04-18","South America","Argentina","19907"
"2021-04-19","South America","Argentina","90511"
"2021-04-20","South America","Argentina","122759"
"2021-04-21","South America","Argentina","174009"
"2021-04-22","South America","Argentina","178241"
"2021-04-23","South America","Argentina","194603"
"2021-04-24","South America","Argentina","92241"
"2021-04-25","South America","Argentina","49323"
"2021-04-26","South America","Argentina","172160"
"2021-04-27","South America","Argentina","153782"
"2021-04-28","South America","Argentina","159054"
"2021-04-29","South America","Argentina","156346"
"2021-04-30","South America","Argentina","114991"
"2021-05-01","South America","Argentina","20313"
"2021-05-02","South America","Argentina","40181"
"2021-05-03","South America","Argentina","174764"
"2021-05-04","South America","Argentina","232096"
"2021-05-05","South America","Argentina","245073"
"2021-05-06","South America","Argentina","202893"
"2021-05-07","South America","Argentina","205426"
"2021-05-08","South America","Argentina","74290"
"2021-05-09","South America","Argentina","18698"
"2021-05-13","South America","Argentina","192197"
"2021-05-14","South America","Argentina","196574"
"2021-05-15","South America","Argentina","95118"
"2021-05-16","South America","Argentina","67608"
"2021-05-17","South America","Argentina","186993"
"2021-05-18","South America","Argentina","198302"
"2021-05-19","South America","Argentina","167786"
"2021-05-20","South America","Argentina","182660"
"2021-05-21","South America","Argentina","177319"
"2021-05-22","South America","Argentina","100466"
"2021-05-23","South America","Argentina","45278"
"2021-05-24","South America","Argentina","88391"
"2021-05-25","South America","Argentina","63436"
"2021-05-26","South America","Argentina","153162"
"2021-05-27","South America","Argentina","169476"
"2021-05-28","South America","Argentina","246172"
"2021-05-29","South America","Argentina","227539"
"2021-05-30","South America","Argentina","128893"
"2021-05-31","South America","Argentina","299114"
"2021-06-01","South America","Argentina","314995"
"2021-06-02","South America","Argentina","309450"
"2021-06-03","South America","Argentina","349745"
"2021-06-04","South America","Argentina","408295"
"2021-06-05","South America","Argentina","326875"
"2021-06-06","South America","Argentina","217408"
"2021-06-07","South America","Argentina","353297"
"2021-06-08","South America","Argentina","369998"
"2021-06-09","South America","Argentina","372436"
"2021-06-13","South America","Argentina","82699"
"2021-06-14","South America","Argentina","238117"
"2021-06-15","South America","Argentina","257920"
"2021-06-16","South America","Argentina","287207"
"2021-06-17","South America","Argentina","314466"
"2021-06-18","South America","Argentina","399403"
"2021-06-19","South America","Argentina","232638"
"2021-06-20","South America","Argentina","99224"
"2021-06-21","South America","Argentina","169742"
"2021-06-22","South America","Argentina","287997"
"2021-06-23","South America","Argentina","263219"
"2021-06-24","South America","Argentina","304583"
"2021-06-25","South America","Argentina","376886"
"2021-06-26","South America","Argentina","316370"
"2021-06-27","South America","Argentina","176286"
"2021-06-28","South America","Argentina","373151"
"2021-06-29","South America","Argentina","374536"
"2021-06-30","South America","Argentina","375868"
"2021-07-01","South America","Argentina","432358"
"2021-07-02","South America","Argentina","415739"
"2021-07-03","South America","Argentina","336724"
"2021-07-04","South America","Argentina","196567"
"2021-07-05","South America","Argentina","410019"
"2021-07-06","South America","Argentina","417017"
"2021-07-07","South America","Argentina","404541"
"2021-07-08","South America","Argentina","410652"
"2021-07-09","South America","Argentina","357691"
"2021-07-13","South America","Argentina","393712"
"2021-07-14","South America","Argentina","398486"
"2021-07-15","South America","Argentina","400096"
"2021-07-16","South America","Argentina","456484"
"2021-07-17","South America","Argentina","322702"
"2021-07-18","South America","Argentina","168270"
"2021-07-19","South America","Argentina","418879"
"2021-07-20","South America","Argentina","448785"
"2021-07-21","South America","Argentina","420125"
"2021-07-22","South America","Argentina","388433"
"2021-07-23","South America","Argentina","408873"
"2021-07-24","South America","Argentina","237704"
"2021-07-25","South America","Argentina","133926"
"2021-07-26","South America","Argentina","407808"
"2021-07-27","South America","Argentina","428416"
"2021-07-28","South America","Argentina","460221"
"2021-07-29","South America","Argentina","425200"
"2021-07-30","South America","Argentina","427245"
"2021-07-31","South America","Argentina","274903"
"2021-08-01","South America","Argentina","167467"
"2021-08-02","South America","Argentina","417385"
"2021-08-03","South America","Argentina","408321"
"2021-08-04","South America","Argentina","417657"
"2021-08-05","South America","Argentina","430637"
"2021-08-06","South America","Argentina","414220"
"2021-08-07","South America","Argentina","278315"
"2021-08-08","South America","Argentina","161781"
"2021-08-09","South America","Argentina","391261"
"2021-08-13","South America","Argentina","417012"
"2021-08-14","South America","Argentina","256706"
"2021-08-15","South America","Argentina","162741"
"2021-08-16","South America","Argentina","191121"
"2021-08-17","South America","Argentina","439952"
"2021-08-18","South America","Argentina","435514"
"2021-08-19","South America","Argentina","426311"
"2021-08-20","South America","Argentina","436907"
"2021-08-21","South America","Argentina","257381"
"2021-08-22","South America","Argentina","170115"
"2021-08-23","South America","Argentina","408843"
"2021-08-24","South America","Argentina","449218"
"2021-08-25","South America","Argentina","426800"
"2021-08-26","South America","Argentina","442966"
"2021-08-27","South America","Argentina","467978"
"2021-08-28","South America","Argentina","243804"
"2021-08-29","South America","Argentina","168976"
"2021-08-30","South America","Argentina","418291"
"2021-08-31","South America","Argentina","461455"
"2021-09-01","South America","Argentina","456291"
"2021-09-02","South America","Argentina","448530"
"2021-09-03","South America","Argentina","435083"
"2021-09-04","South America","Argentina","296317"
"2021-09-05","South America","Argentina","196956"
"2021-09-06","South America","Argentina","442092"
"2021-09-07","South America","Argentina","464139"
"2021-09-08","South America","Argentina","374188"
"2021-09-09","South America","Argentina","398229"
"2021-09-13","South America","Argentina","302939"
"2021-09-14","South America","Argentina","279936"
"2021-09-15","South America","Argentina","330692"
"2021-09-16","South America","Argentina","361590"
"2021-09-17","South America","Argentina","363855"
"2021-09-18","South America","Argentina","221480"
"2021-09-19","South America","Argentina","137791"
"2021-09-20","South America","Argentina","346368"
"2021-09-21","South America","Argentina","309736"
"2021-09-22","South America","Argentina","328937"
"2021-09-23","South America","Argentina","312132"
"2021-09-24","South America","Argentina","261522"
"2021-09-25","South America","Argentina","128325"
"2021-09-26","South America","Argentina","88078"
"2021-09-27","South America","Argentina","282818"
"2021-09-28","South America","Argentina","301161"
"2021-09-29","South America","Argentina","255774"
"2021-09-30","South America","Argentina","336937"
"2021-10-01","South America","Argentina","1179"
"2021-10-01","South America","Argentina","304536"
"2021-10-02","South America","Argentina","15628"
"2021-10-02","South America","Argentina","179208"
"2021-10-03","South America","Argentina","108601"
"2021-10-03","South America","Argentina","164017"
"2021-10-04","South America","Argentina","92958"
"2021-10-04","South America","Argentina","230294"
"2021-10-05","South America","Argentina","141727"
"2021-10-05","South America","Argentina","266959"
"2021-10-06","South America","Argentina","247961"
"2021-10-06","South America","Argentina","335150"
"2021-10-07","South America","Argentina","265003"
"2021-10-07","South America","Argentina","332017"
"2021-10-08","South America","Argentina","121456"
"2021-10-08","South America","Argentina","370722"
"2021-10-09","South America","Argentina","116039"
"2021-10-09","South America","Argentina","343018"
"2021-10-10","South America","Argentina","78870"
"2021-10-11","South America","Argentina","370180"
"2021-10-12","South America","Argentina","315680"
"2021-10-13","South America","Argentina","380166"
"2021-10-14","South America","Argentina","424729"
"2021-10-15","South America","Argentina","426632"
"2021-10-16","South America","Argentina","254034"
"2021-10-17","South America","Argentina","103718"
"2021-10-18","South America","Argentina","423692"
"2021-10-19","South America","Argentina","424546"
"2021-10-20","South America","Argentina","415202"
"2021-10-21","South America","Argentina","420114"
"2021-10-22","South America","Argentina","464010"
"2021-10-23","South America","Argentina","216982"
"2021-10-24","South America","Argentina","145995"
"2021-10-25","South America","Argentina","365259"
"2021-10-26","South America","Argentina","409511"
"2021-10-27","South America","Argentina","328677"
"2021-10-28","South America","Argentina","352901"
"2021-10-29","South America","Argentina","325281"
"2021-10-30","South America","Argentina","129681"
"2021-10-31","South America","Argentina","150182"
"2021-11-01","South America","Argentina","19831"
"2021-11-01","South America","Argentina","299253"
"2021-11-02","South America","Argentina","17861"
"2021-11-02","South America","Argentina","321333"
"2021-11-03","South America","Argentina","186914"
"2021-11-03","South America","Argentina","350938"
"2021-11-04","South America","Argentina","48318"
"2021-11-04","South America","Argentina","360274"
"2021-11-05","South America","Argentina","140508"
"2021-11-05","South America","Argentina","311595"
"2021-11-06","South America","Argentina","167255"
"2021-11-06","South America","Argentina","366874"
"2021-11-07","South America","Argentina","127939"
"2021-11-07","South America","Argentina","165560"
"2021-11-08","South America","Argentina","250511"
"2021-11-08","South America","Argentina","412945"
"2021-11-09","South America","Argentina","198906"
"2021-11-09","South America","Argentina","353023"
"2021-11-10","South America","Argentina","76505"
"2021-11-11","South America","Argentina","383567"
"2021-11-12","South America","Argentina","155375"
"2021-11-13","South America","Argentina","189781"
"2021-11-14","South America","Argentina","9706"
"2021-11-15","South America","Argentina","338140"
"2021-11-16","South America","Argentina","378477"
"2021-11-17","South America","Argentina","367692"
"2021-11-18","South America","Argentina","361916"
"2021-11-19","South America","Argentina","390802"
"2021-11-20","South America","Argentina","174084"
"2021-11-21","South America","Argentina","93454"
"2021-11-22","South America","Argentina","107637"
"2021-11-23","South America","Argentina","337372"
"2021-11-24","South America","Argentina","348479"
"2021-11-25","South America","Argentina","321375"
"2021-11-26","South America","Argentina","333674"
"2021-11-27","South America","Argentina","157219"
"2021-11-28","South America","Argentina","89572"
"2021-11-29","South America","Argentina","358620"
"2021-11-30","South America","Argentina","371816"
"2021-12-01","South America","Argentina","19395"
"2021-12-01","South America","Argentina","381072"
"2021-12-02","South America","Argentina","15844"
"2021-12-02","South America","Argentina","397245"
"2021-12-03","South America","Argentina","161697"
"2021-12-03","South America","Argentina","316371"
"2021-12-04","South America","Argentina","163937"
"2021-12-04","South America","Argentina","181846"
"2021-12-05","South America","Argentina","96570"
"2021-12-05","South America","Argentina","197668"
"2021-12-06","South America","Argentina","185161"
"2021-12-06","South America","Argentina","313455"
"2021-12-07","South America","Argentina","336190"
"2021-12-07","South America","Argentina","387317"
"2021-12-08","South America","Argentina","135300"
"2021-12-08","South America","Argentina","392697"
"2021-12-09","South America","Argentina","9819"
"2021-12-09","South America","Argentina","302127"
"2021-12-10","South America","Argentina","347473"
"2021-12-11","South America","Argentina","396488"
"2021-12-12","South America","Argentina","97579"
"2021-12-13","South America","Argentina","326238"
"2021-12-14","South America","Argentina","338870"
"2021-12-15","South America","Argentina","383151"
"2021-12-16","South America","Argentina","366825"
"2021-12-17","South America","Argentina","331630"
"2021-12-18","South America","Argentina","162415"
"2021-12-19","South America","Argentina","92543"
"2021-12-20","South America","Argentina","346691"
"2021-12-21","South America","Argentina","352783"
"2021-12-22","South America","Argentina","327467"
"2021-12-23","South America","Argentina","239213"
"2021-12-24","South America","Argentina","12889"
"2021-12-25","South America","Argentina","751"
"2021-12-26","South America","Argentina","53174"
"2021-12-27","South America","Argentina","434038"
"2021-12-28","South America","Argentina","525047"
"2021-12-29","South America","Argentina","499616"
"2021-12-30","South America","Argentina","426991"
"2021-12-31","South America","Argentina","32100"
"2022-01-01","South America","Argentina","4608"
"2022-01-02","South America","Argentina","103706"
"2022-01-03","South America","Argentina","494308"
"2022-01-04","South America","Argentina","551991"
"2022-01-05","South America","Argentina","546936"
"2022-01-06","South America","Argentina","547747"
"2022-01-07","South America","Argentina","572229"
"2022-01-08","South America","Argentina","271759"
"2022-01-09","South America","Argentina","164317"
"2022-01-13","South America","Argentina","467248"
"2022-01-14","South America","Argentina","421522"
"2022-01-15","South America","Argentina","188380"
"2022-01-16","South America","Argentina","133951"
"2022-01-17","South America","Argentina","421954"
"2022-01-18","South America","Argentina","409053"
"2022-01-19","South America","Argentina","388166"
"2022-01-20","South America","Argentina","384426"
"2022-01-21","South America","Argentina","372888"
"2022-01-22","South America","Argentina","173792"
"2022-01-23","South America","Argentina","118840"
"2022-01-24","South America","Argentina","367881"
"2022-01-25","South America","Argentina","348469"
"2022-01-26","South America","Argentina","345336"
"2022-01-27","South America","Argentina","353295"
"2022-01-28","South America","Argentina","349195"
"2022-01-29","South America","Argentina","157971"
"2022-01-30","South America","Argentina","96548"
"2022-01-31","South America","Argentina","359847"
"2022-02-01","South America","Argentina","343551"
"2022-02-02","South America","Argentina","318243"
"2022-02-03","South America","Argentina","280894"
"2022-02-04","South America","Argentina","323833"
"2022-02-05","South America","Argentina","135790"
"2022-02-06","South America","Argentina","91449"
"2022-02-07","South America","Argentina","288498"
"2022-02-08","South America","Argentina","274062"
"2022-02-09","South America","Argentina","302951"
"2022-02-13","South America","Argentina","77371"
"2022-02-14","South America","Argentina","232071"
"2022-02-15","South America","Argentina","219677"
"2022-02-16","South America","Argentina","218095"
"2022-02-17","South America","Argentina","213730"
"2022-02-18","South America","Argentina","217973"
"2022-02-19","South America","Argentina","89219"
"2022-02-20","South America","Argentina","54434"
"2022-02-21","South America","Argentina","206246"
"2022-02-22","South America","Argentina","206165"
"2022-02-23","South America","Argentina","208728"
"2022-02-24","South America","Argentina","173997"
"2022-02-25","South America","Argentina","209073"
"2022-02-26","South America","Argentina","73202"
"2022-02-27","South America","Argentina","35476"
"2022-02-28","South America","Argentina","45464"
"2022-03-01","South America","Argentina","44290"
"2022-03-02","South America","Argentina","135531"
"2022-03-03","South America","Argentina","128929"
"2022-03-04","South America","Argentina","126536"
"2022-03-05","South America","Argentina","59028"
"2022-03-06","South America","Argentina","55193"
"2022-03-07","South America","Argentina","153646"
"2022-03-08","South America","Argentina","105087"
"2022-03-09","South America","Argentina","120711"
"2022-03-13","South America","Argentina","28480"
"2022-03-14","South America","Argentina","107575"
"2022-03-15","South America","Argentina","128079"
"2022-03-16","South America","Argentina","121276"
"2022-03-17","South America","Argentina","118020"
"2022-03-18","South America","Argentina","125236"
"2022-03-19","South America","Argentina","67509"
"2022-03-20","South America","Argentina","31942"
"2022-03-21","South America","Argentina","118740"
"2022-03-22","South America","Argentina","109582"
"2022-03-23","South America","Argentina","118538"
"2022-03-24","South America","Argentina","24622"
"2022-03-25","South America","Argentina","113198"
"2022-03-26","South America","Argentina","49820"
"2022-03-27","South America","Argentina","22096"
"2022-03-28","South America","Argentina","108423"
"2022-03-29","South America","Argentina","97560"
"2022-03-30","South America","Argentina","94959"
"2022-03-31","South America","Argentina","98683"
"2022-04-01","South America","Argentina","89712"
"2022-04-02","South America","Argentina","24825"
"2022-04-03","South America","Argentina","14743"
"2022-04-04","South America","Argentina","78162"
"2022-04-05","South America","Argentina","76414"
"2022-04-06","South America","Argentina","71784"
"2022-04-07","South America","Argentina","67385"
"2022-04-08","South America","Argentina","74840"
"2022-04-09","South America","Argentina","29539"
"2022-04-13","South America","Argentina","75892"
"2022-04-14","South America","Argentina","22809"
"2022-04-15","South America","Argentina","12506"
"2022-04-16","South America","Argentina","23181"
"2022-04-17","South America","Argentina","7019"
"2022-04-18","South America","Argentina","92672"
"2022-04-19","South America","Argentina","102830"
"2022-04-20","South America","Argentina","114980"
"2022-04-21","South America","Argentina","108993"
"2022-04-22","South America","Argentina","116039"
"2022-04-23","South America","Argentina","43558"
"2022-04-24","South America","Argentina","17535"
"2022-04-25","South America","Argentina","117031"
"2022-04-26","South America","Argentina","108963"
"2022-04-27","South America","Argentina","115810"
"2022-04-28","South America","Argentina","130455"
"2022-04-29","South America","Argentina","133274"
"2022-04-30","South America","Argentina","46831"
"2022-05-01","South America","Argentina","1111"
"2022-05-02","South America","Argentina","111509"
"2022-05-03","South America","Argentina","126739"
"2022-05-04","South America","Argentina","131132"
"2022-05-05","South America","Argentina","154137"
"2022-05-06","South America","Argentina","152193"
"2022-05-07","South America","Argentina","57530"
"2022-05-08","South America","Argentina","29710"
"2022-05-09","South America","Argentina","157671"
"2022-05-13","South America","Argentina","203886"
"2022-05-14","South America","Argentina","88664"
"2022-05-15","South America","Argentina","41630"
"2022-05-16","South America","Argentina","177738"
"2022-05-17","South America","Argentina","207955"
"2022-05-18","South America","Argentina","2779"
"2022-05-19","South America","Argentina","198637"
"2022-05-20","South America","Argentina","210721"
"2022-05-21","South America","Argentina","111101"
"2022-05-22","South America","Argentina","51135"
"2022-05-23","South America","Argentina","225015"
"2022-05-24","South America","Argentina","209825"
"2022-05-25","South America","Argentina","36391"
"2022-05-26","South America","Argentina","210376"
"2022-05-27","South America","Argentina","232451"
