"formatted_date","continent","location","new_vaccinations"
"2022-01-02","Asia","Macao","931"
"2022-01-03","Asia","Macao","1392"
"2022-01-04","Asia","Macao","1771"
"2022-01-05","Asia","Macao","1804"
"2022-01-06","Asia","Macao","1755"
"2022-01-07","Asia","Macao","2270"
"2022-01-13","Asia","Macao","2542"
"2022-01-14","Asia","Macao","2849"
"2022-01-15","Asia","Macao","3041"
"2022-01-16","Asia","Macao","2528"
"2022-01-17","Asia","Macao","2605"
"2022-01-18","Asia","Macao","2323"
"2022-01-19","Asia","Macao","2144"
"2022-01-20","Asia","Macao","2438"
"2022-01-21","Asia","Macao","2938"
"2022-01-22","Asia","Macao","3135"
"2022-01-23","Asia","Macao","2562"
"2022-01-24","Asia","Macao","2637"
"2022-01-25","Asia","Macao","2386"
"2022-01-26","Asia","Macao","2200"
"2022-01-27","Asia","Macao","2071"
"2022-01-28","Asia","Macao","2065"
"2022-01-29","Asia","Macao","1844"
"2022-02-01","Asia","Macao","213"
"2022-02-02","Asia","Macao","227"
"2022-02-03","Asia","Macao","279"
"2022-02-04","Asia","Macao","851"
"2022-02-09","Asia","Macao","1922"
"2022-02-14","Asia","Macao","2202"
"2022-02-15","Asia","Macao","2162"
"2022-02-16","Asia","Macao","2821"
"2022-02-17","Asia","Macao","3181"
"2022-02-18","Asia","Macao","3336"
"2022-02-19","Asia","Macao","3522"
"2022-02-20","Asia","Macao","2602"
"2022-02-21","Asia","Macao","2824"
"2022-02-22","Asia","Macao","3038"
"2022-02-23","Asia","Macao","2838"
"2022-02-24","Asia","Macao","3083"
"2022-02-25","Asia","Macao","3974"
"2022-03-01","Asia","Macao","4597"
"2022-03-02","Asia","Macao","3334"
"2022-03-03","Asia","Macao","5067"
"2022-03-04","Asia","Macao","5414"
"2022-03-08","Asia","Macao","4556"
"2022-03-09","Asia","Macao","3839"
"2022-03-13","Asia","Macao","3966"
"2022-03-14","Asia","Macao","4108"
"2022-03-15","Asia","Macao","3733"
"2022-03-16","Asia","Macao","4300"
"2022-03-17","Asia","Macao","3978"
"2022-03-18","Asia","Macao","5367"
"2022-03-21","Asia","Macao","4204"
"2022-03-22","Asia","Macao","3817"
"2022-03-23","Asia","Macao","3131"
"2022-03-24","Asia","Macao","2902"
"2022-03-25","Asia","Macao","4768"
"2022-03-28","Asia","Macao","3264"
"2022-03-31","Asia","Macao","2851"
"2022-04-01","Asia","Macao","3932"
"2022-04-05","Asia","Macao","2582"
"2022-04-06","Asia","Macao","2626"
"2022-04-07","Asia","Macao","2670"
"2022-04-08","Asia","Macao","3482"
"2022-04-09","Asia","Macao","5022"
"2022-04-20","Asia","Macao","2570"
"2022-04-21","Asia","Macao","2652"
"2022-04-24","Asia","Macao","2870"
"2022-04-25","Asia","Macao","2947"
"2022-04-26","Asia","Macao","2392"
"2022-04-27","Asia","Macao","2038"
"2022-04-30","Asia","Macao","4767"
"2022-05-01","Asia","Macao","2149"
"2022-05-02","Asia","Macao","1914"
"2022-05-03","Asia","Macao","2561"
"2022-05-04","Asia","Macao","1989"
"2022-05-05","Asia","Macao","2170"
"2022-05-06","Asia","Macao","2641"
"2022-05-07","Asia","Macao","3045"
"2022-05-08","Asia","Macao","1854"
"2022-05-09","Asia","Macao","2260"
"2022-05-13","Asia","Macao","2372"
"2022-05-14","Asia","Macao","2788"
"2022-05-15","Asia","Macao","1973"
"2022-05-18","Asia","Macao","1873"
"2022-05-19","Asia","Macao","1999"
"2022-05-20","Asia","Macao","2631"
"2022-05-24","Asia","Macao","1596"
"2022-05-25","Asia","Macao","1627"
"2022-05-26","Asia","Macao","1558"
"2022-05-27","Asia","Macao","1872"
"2022-05-28","Asia","Macao","1996"
"2022-05-29","Asia","Macao","1309"
"2022-05-30","Asia","Macao","2254"
"2022-05-31","Asia","Macao","1529"
"2022-06-01","Asia","Macao","1694"
"2022-06-02","Asia","Macao","1814"
"2022-06-03","Asia","Macao","1661"
"2022-06-04","Asia","Macao","1301"
"2022-06-05","Asia","Macao","1084"
"2022-06-06","Asia","Macao","1319"
"2022-06-07","Asia","Macao","1171"
"2022-06-08","Asia","Macao","965"
"2022-06-09","Asia","Macao","1042"
"2022-06-13","Asia","Macao","1114"
"2022-06-14","Asia","Macao","953"
"2022-06-15","Asia","Macao","951"
"2022-06-16","Asia","Macao","961"
"2022-06-17","Asia","Macao","1365"
"2022-06-18","Asia","Macao","1154"
"2022-06-19","Asia","Macao","452"
"2022-06-22","Asia","Macao","515"
"2022-06-23","Asia","Macao","379"
"2022-06-26","Asia","Macao","452"
"2022-06-27","Asia","Macao","420"
"2022-06-28","Asia","Macao","508"
"2022-06-29","Asia","Macao","580"
"2022-06-30","Asia","Macao","564"
"2022-07-01","Asia","Macao","357"
"2022-07-02","Asia","Macao","57"
"2022-07-03","Asia","Macao","181"
"2022-07-04","Asia","Macao","370"
"2022-07-05","Asia","Macao","245"
"2022-07-06","Asia","Macao","167"
"2022-07-07","Asia","Macao","229"
"2022-07-13","Asia","Macao","132"
"2022-07-14","Asia","Macao","117"
"2022-07-15","Asia","Macao","151"
"2022-07-16","Asia","Macao","149"
"2022-07-17","Asia","Macao","134"
"2022-07-18","Asia","Macao","159"
"2022-07-19","Asia","Macao","163"
"2022-07-20","Asia","Macao","149"
"2022-07-21","Asia","Macao","153"
"2022-07-22","Asia","Macao","236"
"2022-07-23","Asia","Macao","376"
"2022-07-24","Asia","Macao","361"
"2022-07-25","Asia","Macao","509"
"2022-07-26","Asia","Macao","516"
"2022-07-27","Asia","Macao","508"
"2022-07-28","Asia","Macao","681"
"2022-08-03","Asia","Macao","1545"
"2022-08-04","Asia","Macao","1399"
"2022-08-05","Asia","Macao","1969"
"2022-08-06","Asia","Macao","1454"
"2022-08-07","Asia","Macao","1102"
"2022-08-13","Asia","Macao","1272"
"2022-08-14","Asia","Macao","1111"
"2022-08-15","Asia","Macao","1587"
"2022-08-16","Asia","Macao","1797"
"2022-08-17","Asia","Macao","1667"
"2022-08-18","Asia","Macao","1609"
"2022-08-19","Asia","Macao","1668"
"2022-08-20","Asia","Macao","1233"
"2022-08-23","Asia","Macao","1619"
"2022-08-24","Asia","Macao","1373"
"2022-08-25","Asia","Macao","480"
"2022-08-26","Asia","Macao","1334"
"2022-08-29","Asia","Macao","1414"
"2022-08-30","Asia","Macao","1395"
"2022-08-31","Asia","Macao","1242"
"2022-09-01","Asia","Macao","1284"
"2022-09-02","Asia","Macao","1233"
"2022-09-03","Asia","Macao","1156"
"2022-09-04","Asia","Macao","860"
"2022-09-05","Asia","Macao","1270"
"2022-09-06","Asia","Macao","1373"
"2022-09-07","Asia","Macao","1211"
"2022-09-08","Asia","Macao","1171"
"2022-10-01","Asia","Macao","2621"
"2022-10-02","Asia","Macao","2134"
"2022-10-03","Asia","Macao","4013"
"2022-10-05","Asia","Macao","2132"
"2022-10-06","Asia","Macao","1493"
"2022-10-07","Asia","Macao","346"
"2022-10-08","Asia","Macao","641"
"2022-11-01","Asia","Macao","2403"
"2022-11-02","Asia","Macao","2625"
"2022-11-03","Asia","Macao","5118"
"2022-11-05","Asia","Macao","1872"
"2022-11-06","Asia","Macao","1491"
"2022-11-08","Asia","Macao","1452"
"2022-12-01","Asia","Macao","2423"
"2022-12-03","Asia","Macao","6410"
"2022-12-04","Asia","Macao","2638"
"2022-12-05","Asia","Macao","1791"
"2022-12-06","Asia","Macao","1029"
"2022-12-08","Asia","Macao","1537"
"2021-06-15","Africa","Madagascar","13544"
"2021-03-18","Africa","Malawi","3674"
"2021-03-19","Africa","Malawi","6235"
"2021-03-22","Africa","Malawi","1039"
"2021-03-23","Africa","Malawi","13215"
"2021-03-24","Africa","Malawi","15833"
"2021-03-27","Africa","Malawi","19419"
"2021-03-28","Africa","Malawi","2066"
"2021-03-31","Africa","Malawi","11192"
"2021-04-01","Africa","Malawi","10690"
"2021-04-02","Africa","Malawi","9822"
"2021-04-05","Africa","Malawi","871"
"2021-04-06","Africa","Malawi","4288"
"2021-04-13","Africa","Malawi","16605"
"2021-04-14","Africa","Malawi","11524"
"2021-04-19","Africa","Malawi","353"
"2021-04-20","Africa","Malawi","2507"
"2021-04-21","Africa","Malawi","3317"
"2021-04-22","Africa","Malawi","3362"
"2021-04-27","Africa","Malawi","3607"
"2021-04-28","Africa","Malawi","4775"
"2021-04-29","Africa","Malawi","4520"
"2021-04-30","Africa","Malawi","5783"
"2021-05-09","Africa","Malawi","1185"
"2021-05-18","Africa","Malawi","869"
"2021-05-19","Africa","Malawi","1594"
"2021-05-20","Africa","Malawi","2655"
"2021-05-21","Africa","Malawi","2217"
"2021-05-22","Africa","Malawi","2696"
"2021-05-23","Africa","Malawi","253"
"2021-05-26","Africa","Malawi","1832"
"2021-05-29","Africa","Malawi","2170"
"2021-05-30","Africa","Malawi","316"
"2021-05-31","Africa","Malawi","25"
"2021-06-01","Africa","Malawi","1016"
"2021-06-02","Africa","Malawi","881"
"2021-06-03","Africa","Malawi","635"
"2021-06-07","Africa","Malawi","176"
"2021-06-15","Africa","Malawi","6106"
"2021-06-16","Africa","Malawi","5950"
"2021-06-17","Africa","Malawi","12854"
"2021-06-18","Africa","Malawi","7794"
"2021-06-19","Africa","Malawi","6724"
"2021-06-22","Africa","Malawi","2543"
"2021-06-23","Africa","Malawi","1305"
"2021-06-24","Africa","Malawi","1084"
"2021-06-25","Africa","Malawi","290"
"2021-06-26","Africa","Malawi","591"
"2021-06-27","Africa","Malawi","70"
"2021-06-28","Africa","Malawi","16"
"2021-07-28","Africa","Malawi","55787"
"2021-07-31","Africa","Malawi","11306"
"2021-08-01","Africa","Malawi","2470"
"2021-08-02","Africa","Malawi","1202"
"2021-08-03","Africa","Malawi","2327"
"2021-08-04","Africa","Malawi","546"
"2021-08-05","Africa","Malawi","23810"
"2021-08-15","Africa","Malawi","3551"
"2021-08-16","Africa","Malawi","591"
"2021-08-17","Africa","Malawi","20799"
"2021-08-18","Africa","Malawi","18142"
"2021-08-19","Africa","Malawi","20096"
"2021-08-20","Africa","Malawi","17940"
"2021-08-23","Africa","Malawi","270"
"2021-08-24","Africa","Malawi","12851"
"2021-08-25","Africa","Malawi","11087"
"2021-08-30","Africa","Malawi","187"
"2021-08-31","Africa","Malawi","5294"
"2021-09-01","Africa","Malawi","9630"
"2021-09-04","Africa","Malawi","11237"
"2021-09-05","Africa","Malawi","909"
"2021-09-06","Africa","Malawi","945"
"2021-09-07","Africa","Malawi","5485"
"2021-09-13","Africa","Malawi","5706"
"2021-09-14","Africa","Malawi","9266"
"2021-09-17","Africa","Malawi","6530"
"2021-09-18","Africa","Malawi","5852"
"2021-09-19","Africa","Malawi","2444"
"2021-09-20","Africa","Malawi","1527"
"2021-09-21","Africa","Malawi","8083"
"2021-09-22","Africa","Malawi","9662"
"2021-09-23","Africa","Malawi","7986"
"2021-09-24","Africa","Malawi","9289"
"2021-09-25","Africa","Malawi","8367"
"2021-09-26","Africa","Malawi","2037"
"2021-09-27","Africa","Malawi","964"
"2021-10-02","Africa","Malawi","3289"
"2021-10-03","Africa","Malawi","1877"
"2021-10-04","Africa","Malawi","804"
"2021-10-04","Africa","Malawi","10631"
"2021-10-05","Africa","Malawi","977"
"2021-10-05","Africa","Malawi","7285"
"2021-10-06","Africa","Malawi","2318"
"2021-10-06","Africa","Malawi","8135"
"2021-10-07","Africa","Malawi","8221"
"2021-10-08","Africa","Malawi","6762"
"2021-10-09","Africa","Malawi","11168"
"2021-10-10","Africa","Malawi","4621"
"2021-10-11","Africa","Malawi","5829"
"2021-10-12","Africa","Malawi","16152"
"2021-10-15","Africa","Malawi","7299"
"2021-10-16","Africa","Malawi","3135"
"2021-10-17","Africa","Malawi","2649"
"2021-10-20","Africa","Malawi","6987"
"2021-10-23","Africa","Malawi","5524"
"2021-10-24","Africa","Malawi","5056"
"2021-10-25","Africa","Malawi","4907"
"2021-10-26","Africa","Malawi","9201"
"2021-10-27","Africa","Malawi","8249"
"2021-10-28","Africa","Malawi","6783"
"2021-10-29","Africa","Malawi","10190"
"2021-10-30","Africa","Malawi","7181"
"2021-10-31","Africa","Malawi","3009"
"2021-11-01","Africa","Malawi","1416"
"2021-11-04","Africa","Malawi","4380"
"2021-11-04","Africa","Malawi","5095"
"2021-11-05","Africa","Malawi","4355"
"2021-11-06","Africa","Malawi","2943"
"2021-11-06","Africa","Malawi","4594"
"2021-11-07","Africa","Malawi","45"
"2021-11-08","Africa","Malawi","6168"
"2021-11-09","Africa","Malawi","4315"
"2021-11-09","Africa","Malawi","6300"
"2021-11-10","Africa","Malawi","2143"
"2021-11-11","Africa","Malawi","7700"
"2021-11-12","Africa","Malawi","11011"
"2021-11-14","Africa","Malawi","3107"
"2021-11-17","Africa","Malawi","5857"
"2021-11-20","Africa","Malawi","7883"
"2021-11-23","Africa","Malawi","20442"
"2021-11-24","Africa","Malawi","9056"
"2021-11-25","Africa","Malawi","9763"
"2021-11-26","Africa","Malawi","6267"
"2021-11-29","Africa","Malawi","419"
"2021-11-30","Africa","Malawi","6609"
"2021-12-01","Africa","Malawi","17389"
"2021-12-02","Africa","Malawi","19151"
"2021-12-04","Africa","Malawi","3262"
"2021-12-05","Africa","Malawi","6006"
"2021-12-06","Africa","Malawi","3346"
"2021-12-06","Africa","Malawi","3612"
"2021-12-07","Africa","Malawi","10817"
"2021-12-08","Africa","Malawi","9761"
"2021-12-09","Africa","Malawi","3203"
"2021-12-09","Africa","Malawi","10427"
"2021-12-10","Africa","Malawi","5280"
"2021-12-12","Africa","Malawi","14610"
"2021-12-13","Africa","Malawi","6746"
"2021-12-14","Africa","Malawi","15581"
"2021-12-15","Africa","Malawi","11813"
"2021-12-16","Africa","Malawi","13022"
"2021-12-17","Africa","Malawi","28248"
"2021-12-18","Africa","Malawi","10776"
"2021-12-19","Africa","Malawi","14045"
"2021-12-20","Africa","Malawi","5375"
"2021-12-21","Africa","Malawi","15425"
"2021-12-22","Africa","Malawi","9996"
"2021-12-23","Africa","Malawi","29099"
"2021-12-24","Africa","Malawi","17415"
"2021-12-25","Africa","Malawi","8468"
"2021-12-26","Africa","Malawi","5692"
"2021-12-27","Africa","Malawi","871"
"2021-12-28","Africa","Malawi","18715"
"2021-12-29","Africa","Malawi","13228"
"2022-01-01","Africa","Malawi","7958"
"2022-01-02","Africa","Malawi","105"
"2022-01-03","Africa","Malawi","110"
"2022-01-04","Africa","Malawi","4388"
"2022-01-05","Africa","Malawi","2823"
"2022-01-06","Africa","Malawi","14836"
"2022-01-07","Africa","Malawi","3469"
"2022-01-08","Africa","Malawi","3629"
"2022-01-09","Africa","Malawi","2420"
"2022-01-14","Africa","Malawi","1125"
"2022-01-15","Africa","Malawi","1865"
"2022-01-16","Africa","Malawi","1379"
"2022-01-21","Africa","Malawi","2193"
"2022-01-22","Africa","Malawi","2648"
"2022-01-23","Africa","Malawi","284"
"2022-01-24","Africa","Malawi","242"
"2022-01-25","Africa","Malawi","441"
"2022-01-26","Africa","Malawi","1098"
"2022-01-27","Africa","Malawi","1653"
"2022-01-28","Africa","Malawi","1667"
"2022-01-29","Africa","Malawi","2593"
"2022-02-01","Africa","Malawi","815"
"2022-02-02","Africa","Malawi","1984"
"2022-02-03","Africa","Malawi","1710"
"2022-02-04","Africa","Malawi","785"
"2022-02-05","Africa","Malawi","941"
"2022-02-08","Africa","Malawi","1056"
"2022-02-09","Africa","Malawi","1783"
"2022-02-15","Africa","Malawi","11303"
"2022-02-18","Africa","Malawi","567"
"2022-02-19","Africa","Malawi","562"
"2022-02-20","Africa","Malawi","402"
"2022-02-21","Africa","Malawi","7"
"2022-02-26","Africa","Malawi","108"
"2022-02-27","Africa","Malawi","14163"
"2022-12-02","Africa","Malawi","1676"
"2021-02-25","Asia","Malaysia","1152"
"2021-02-26","Asia","Malaysia","4112"
"2021-02-27","Asia","Malaysia","6728"
"2021-02-28","Asia","Malaysia","6724"
"2021-03-01","Asia","Malaysia","15403"
"2021-03-02","Asia","Malaysia","21690"
"2021-03-03","Asia","Malaysia","22696"
"2021-03-04","Asia","Malaysia","19528"
"2021-03-05","Asia","Malaysia","14379"
"2021-03-06","Asia","Malaysia","15851"
"2021-03-07","Asia","Malaysia","12614"
"2021-03-08","Asia","Malaysia","27225"
"2021-03-09","Asia","Malaysia","30133"
"2021-03-13","Asia","Malaysia","17066"
"2021-03-14","Asia","Malaysia","10317"
"2021-03-15","Asia","Malaysia","20399"
"2021-03-16","Asia","Malaysia","25488"
"2021-03-17","Asia","Malaysia","20866"
"2021-03-18","Asia","Malaysia","18113"
"2021-03-19","Asia","Malaysia","14579"
"2021-03-20","Asia","Malaysia","13816"
"2021-03-21","Asia","Malaysia","15570"
"2021-03-22","Asia","Malaysia","24299"
"2021-03-23","Asia","Malaysia","29187"
"2021-03-24","Asia","Malaysia","29125"
"2021-03-25","Asia","Malaysia","25808"
"2021-03-26","Asia","Malaysia","16757"
"2021-03-27","Asia","Malaysia","16152"
"2021-03-28","Asia","Malaysia","16627"
"2021-03-29","Asia","Malaysia","35253"
"2021-03-30","Asia","Malaysia","40953"
"2021-03-31","Asia","Malaysia","37479"
"2021-04-01","Asia","Malaysia","42480"
"2021-04-02","Asia","Malaysia","30488"
"2021-04-03","Asia","Malaysia","17430"
"2021-04-04","Asia","Malaysia","15203"
"2021-04-05","Asia","Malaysia","28708"
"2021-04-06","Asia","Malaysia","32734"
"2021-04-07","Asia","Malaysia","31057"
"2021-04-08","Asia","Malaysia","26906"
"2021-04-09","Asia","Malaysia","21629"
"2021-04-13","Asia","Malaysia","24521"
"2021-04-14","Asia","Malaysia","28702"
"2021-04-15","Asia","Malaysia","27278"
"2021-04-16","Asia","Malaysia","19559"
"2021-04-17","Asia","Malaysia","9692"
"2021-04-18","Asia","Malaysia","9932"
"2021-04-19","Asia","Malaysia","33174"
"2021-04-20","Asia","Malaysia","33384"
"2021-04-21","Asia","Malaysia","27733"
"2021-04-22","Asia","Malaysia","29589"
"2021-04-23","Asia","Malaysia","18923"
"2021-04-24","Asia","Malaysia","11482"
"2021-04-25","Asia","Malaysia","14855"
"2021-04-26","Asia","Malaysia","30321"
"2021-04-27","Asia","Malaysia","34728"
"2021-04-28","Asia","Malaysia","39747"
"2021-04-29","Asia","Malaysia","12542"
"2021-04-30","Asia","Malaysia","26722"
"2021-05-01","Asia","Malaysia","5507"
"2021-05-02","Asia","Malaysia","15785"
"2021-05-03","Asia","Malaysia","51296"
"2021-05-04","Asia","Malaysia","49853"
"2021-05-05","Asia","Malaysia","55066"
"2021-05-06","Asia","Malaysia","55898"
"2021-05-07","Asia","Malaysia","47873"
"2021-05-08","Asia","Malaysia","27174"
"2021-05-09","Asia","Malaysia","32540"
"2021-05-13","Asia","Malaysia","124"
"2021-05-14","Asia","Malaysia","70"
"2021-05-15","Asia","Malaysia","11006"
"2021-05-16","Asia","Malaysia","10382"
"2021-05-17","Asia","Malaysia","60747"
"2021-05-18","Asia","Malaysia","78308"
"2021-05-19","Asia","Malaysia","84438"
"2021-05-20","Asia","Malaysia","81373"
"2021-05-21","Asia","Malaysia","61218"
"2021-05-22","Asia","Malaysia","46752"
"2021-05-23","Asia","Malaysia","46509"
"2021-05-24","Asia","Malaysia","95974"
"2021-05-25","Asia","Malaysia","100750"
"2021-05-26","Asia","Malaysia","22471"
"2021-05-27","Asia","Malaysia","108658"
"2021-05-28","Asia","Malaysia","74639"
"2021-05-29","Asia","Malaysia","66264"
"2021-05-30","Asia","Malaysia","62898"
"2021-05-31","Asia","Malaysia","96447"
"2021-06-01","Asia","Malaysia","100020"
"2021-06-02","Asia","Malaysia","107039"
"2021-06-03","Asia","Malaysia","119408"
"2021-06-04","Asia","Malaysia","91524"
"2021-06-05","Asia","Malaysia","73689"
"2021-06-06","Asia","Malaysia","82863"
"2021-06-07","Asia","Malaysia","65986"
"2021-06-08","Asia","Malaysia","155069"
"2021-06-09","Asia","Malaysia","157244"
"2021-06-13","Asia","Malaysia","132097"
"2021-06-14","Asia","Malaysia","204103"
"2021-06-15","Asia","Malaysia","223490"
"2021-06-16","Asia","Malaysia","214726"
"2021-06-17","Asia","Malaysia","229727"
"2021-06-18","Asia","Malaysia","185982"
"2021-06-19","Asia","Malaysia","172322"
"2021-06-20","Asia","Malaysia","146823"
"2021-06-21","Asia","Malaysia","246045"
"2021-06-22","Asia","Malaysia","260407"
"2021-06-23","Asia","Malaysia","265694"
"2021-06-24","Asia","Malaysia","277972"
"2021-06-25","Asia","Malaysia","223256"
"2021-06-26","Asia","Malaysia","199218"
"2021-06-27","Asia","Malaysia","178074"
"2021-06-28","Asia","Malaysia","210302"
"2021-06-29","Asia","Malaysia","244513"
"2021-06-30","Asia","Malaysia","270975"
"2021-07-01","Asia","Malaysia","270421"
"2021-07-02","Asia","Malaysia","241045"
"2021-07-03","Asia","Malaysia","224317"
"2021-07-04","Asia","Malaysia","216023"
"2021-07-05","Asia","Malaysia","328224"
"2021-07-06","Asia","Malaysia","356566"
"2021-07-07","Asia","Malaysia","395633"
"2021-07-08","Asia","Malaysia","390851"
"2021-07-09","Asia","Malaysia","350755"
"2021-07-13","Asia","Malaysia","440230"
"2021-07-14","Asia","Malaysia","459641"
"2021-07-15","Asia","Malaysia","479391"
"2021-07-16","Asia","Malaysia","418320"
"2021-07-17","Asia","Malaysia","397798"
"2021-07-18","Asia","Malaysia","356941"
"2021-07-19","Asia","Malaysia","443645"
"2021-07-20","Asia","Malaysia","312205"
"2021-07-21","Asia","Malaysia","459953"
"2021-07-22","Asia","Malaysia","520559"
"2021-07-23","Asia","Malaysia","479566"
"2021-07-24","Asia","Malaysia","433843"
"2021-07-25","Asia","Malaysia","417811"
"2021-07-26","Asia","Malaysia","538773"
"2021-07-27","Asia","Malaysia","572868"
"2021-07-28","Asia","Malaysia","583107"
"2021-07-29","Asia","Malaysia","582112"
"2021-07-30","Asia","Malaysia","536573"
"2021-07-31","Asia","Malaysia","544624"
"2021-08-01","Asia","Malaysia","496490"
"2021-08-02","Asia","Malaysia","489585"
"2021-08-03","Asia","Malaysia","505463"
"2021-08-04","Asia","Malaysia","516790"
"2021-08-05","Asia","Malaysia","539391"
"2021-08-06","Asia","Malaysia","471761"
"2021-08-07","Asia","Malaysia","452701"
"2021-08-08","Asia","Malaysia","412350"
"2021-08-09","Asia","Malaysia","488683"
"2021-08-13","Asia","Malaysia","497776"
"2021-08-14","Asia","Malaysia","471767"
"2021-08-15","Asia","Malaysia","440851"
"2021-08-16","Asia","Malaysia","527163"
"2021-08-17","Asia","Malaysia","550178"
"2021-08-18","Asia","Malaysia","572985"
"2021-08-19","Asia","Malaysia","549905"
"2021-08-20","Asia","Malaysia","515672"
"2021-08-21","Asia","Malaysia","502131"
"2021-08-22","Asia","Malaysia","466227"
"2021-08-23","Asia","Malaysia","419723"
"2021-08-24","Asia","Malaysia","447527"
"2021-08-25","Asia","Malaysia","452610"
"2021-08-26","Asia","Malaysia","440578"
"2021-08-27","Asia","Malaysia","378360"
"2021-08-28","Asia","Malaysia","374472"
"2021-08-29","Asia","Malaysia","333347"
"2021-08-30","Asia","Malaysia","392765"
"2021-08-31","Asia","Malaysia","288028"
"2021-09-01","Asia","Malaysia","431751"
"2021-09-02","Asia","Malaysia","405403"
"2021-09-03","Asia","Malaysia","359938"
"2021-09-04","Asia","Malaysia","336821"
"2021-09-05","Asia","Malaysia","317309"
"2021-09-06","Asia","Malaysia","343966"
"2021-09-07","Asia","Malaysia","352513"
"2021-09-08","Asia","Malaysia","352635"
"2021-09-09","Asia","Malaysia","353944"
"2021-09-13","Asia","Malaysia","252258"
"2021-09-14","Asia","Malaysia","268489"
"2021-09-15","Asia","Malaysia","274468"
"2021-09-16","Asia","Malaysia","221155"
"2021-09-17","Asia","Malaysia","263845"
"2021-09-18","Asia","Malaysia","255573"
"2021-09-19","Asia","Malaysia","239257"
"2021-09-20","Asia","Malaysia","313051"
"2021-09-21","Asia","Malaysia","276252"
"2021-09-22","Asia","Malaysia","341848"
"2021-09-23","Asia","Malaysia","348536"
"2021-09-24","Asia","Malaysia","292671"
"2021-09-25","Asia","Malaysia","278742"
"2021-09-26","Asia","Malaysia","283931"
"2021-09-27","Asia","Malaysia","338496"
"2021-09-28","Asia","Malaysia","344850"
"2021-09-29","Asia","Malaysia","356253"
"2021-09-30","Asia","Malaysia","344197"
"2021-10-01","Asia","Malaysia","249479"
"2021-10-02","Asia","Malaysia","224294"
"2021-10-03","Asia","Malaysia","28788"
"2021-10-03","Asia","Malaysia","218637"
"2021-10-04","Asia","Malaysia","15748"
"2021-10-04","Asia","Malaysia","237137"
"2021-10-05","Asia","Malaysia","61644"
"2021-10-05","Asia","Malaysia","235233"
"2021-10-06","Asia","Malaysia","161400"
"2021-10-06","Asia","Malaysia","219975"
"2021-10-07","Asia","Malaysia","205572"
"2021-10-07","Asia","Malaysia","336717"
"2021-10-08","Asia","Malaysia","184979"
"2021-10-08","Asia","Malaysia","379244"
"2021-10-09","Asia","Malaysia","152074"
"2021-10-09","Asia","Malaysia","318317"
"2021-10-10","Asia","Malaysia","137540"
"2021-10-11","Asia","Malaysia","136312"
"2021-10-12","Asia","Malaysia","128703"
"2021-10-13","Asia","Malaysia","218198"
"2021-10-14","Asia","Malaysia","217121"
"2021-10-15","Asia","Malaysia","186212"
"2021-10-16","Asia","Malaysia","138391"
"2021-10-17","Asia","Malaysia","142810"
"2021-10-18","Asia","Malaysia","217356"
"2021-10-19","Asia","Malaysia","140187"
"2021-10-20","Asia","Malaysia","269393"
"2021-10-21","Asia","Malaysia","247955"
"2021-10-22","Asia","Malaysia","167183"
"2021-10-23","Asia","Malaysia","121270"
"2021-10-24","Asia","Malaysia","132353"
"2021-10-25","Asia","Malaysia","193340"
"2021-10-26","Asia","Malaysia","189991"
"2021-10-27","Asia","Malaysia","176694"
"2021-10-28","Asia","Malaysia","194592"
"2021-10-29","Asia","Malaysia","146279"
"2021-10-30","Asia","Malaysia","80427"
"2021-10-31","Asia","Malaysia","67739"
"2021-11-01","Asia","Malaysia","113135"
"2021-11-02","Asia","Malaysia","127071"
"2021-11-03","Asia","Malaysia","26524"
"2021-11-03","Asia","Malaysia","119829"
"2021-11-04","Asia","Malaysia","23198"
"2021-11-04","Asia","Malaysia","44340"
"2021-11-05","Asia","Malaysia","49022"
"2021-11-05","Asia","Malaysia","86569"
"2021-11-06","Asia","Malaysia","45034"
"2021-11-06","Asia","Malaysia","126745"
"2021-11-07","Asia","Malaysia","41401"
"2021-11-07","Asia","Malaysia","298349"
"2021-11-08","Asia","Malaysia","113221"
"2021-11-08","Asia","Malaysia","520320"
"2021-11-09","Asia","Malaysia","119908"
"2021-11-09","Asia","Malaysia","287025"
"2021-11-10","Asia","Malaysia","196783"
"2021-11-11","Asia","Malaysia","149628"
"2021-11-12","Asia","Malaysia","74223"
"2021-11-13","Asia","Malaysia","59721"
"2021-11-14","Asia","Malaysia","46819"
"2021-11-15","Asia","Malaysia","106790"
"2021-11-16","Asia","Malaysia","125557"
"2021-11-17","Asia","Malaysia","122934"
"2021-11-18","Asia","Malaysia","128774"
"2021-11-19","Asia","Malaysia","109334"
"2021-11-20","Asia","Malaysia","48588"
"2021-11-21","Asia","Malaysia","39298"
"2021-11-22","Asia","Malaysia","113266"
"2021-11-23","Asia","Malaysia","140382"
"2021-11-24","Asia","Malaysia","143560"
"2021-11-25","Asia","Malaysia","144146"
"2021-11-26","Asia","Malaysia","116961"
"2021-11-27","Asia","Malaysia","56972"
"2021-11-28","Asia","Malaysia","43955"
"2021-11-29","Asia","Malaysia","112638"
"2021-11-30","Asia","Malaysia","139664"
"2021-12-01","Asia","Malaysia","147387"
"2021-12-02","Asia","Malaysia","155347"
"2021-12-03","Asia","Malaysia","26137"
"2021-12-03","Asia","Malaysia","129962"
"2021-12-04","Asia","Malaysia","39339"
